ID	adj.P.Val	P.Value	Gene.symbol	Gene.title
30503	1.13e-47	2.49e-48	USP49	ubiquitin specific peptidase 49
3279	1.13e-47	2.50e-48	PEX11B	peroxisomal biogenesis factor 11 beta
18959	1.13e-47	2.50e-48	ZFYVE16	zinc finger FYVE-type containing 16
37862	1.13e-47	2.50e-48	TCEA1	transcription elongation factor A1
40285	1.14e-47	2.50e-48	PSMB2	proteasome subunit beta 2
20288	1.14e-47	2.50e-48	SH3BP1	SH3 domain binding protein 1
26936	1.14e-47	2.51e-48	LARS2	leucyl-tRNA synthetase 2, mitochondrial
18480	1.14e-47	2.51e-48	DCAF7	DDB1 and CUL4 associated factor 7
18168	1.14e-47	2.51e-48	RNF24	ring finger protein 24
37757	1.14e-47	2.51e-48	HAUS3	HAUS augmin like complex subunit 3
24505	1.14e-47	2.51e-48		
43294	1.14e-47	2.52e-48	POP1	POP1 homolog, ribonuclease P/MRP subunit
29803	1.14e-47	2.52e-48		
12272	1.14e-47	2.52e-48	SKIV2L	Ski2 like RNA helicase
13416	1.14e-47	2.52e-48		
25831	1.14e-47	2.52e-48	PHOX2A	paired like homeobox 2a
35607	1.14e-47	2.52e-48	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
35307	1.14e-47	2.53e-48	BORCS5	BLOC-1 related complex subunit 5
17040	1.15e-47	2.54e-48	FZR1	fizzy/cell division cycle 20 related 1
33578	1.15e-47	2.54e-48	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
10088	1.15e-47	2.54e-48	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7
33697	1.15e-47	2.55e-48	AVL9	AVL9 cell migration associated
26216	1.15e-47	2.55e-48	METTL2A	methyltransferase like 2A
2200	1.15e-47	2.55e-48	FAM102B	family with sequence similarity 102 member B
44333	1.16e-47	2.57e-48		
6143	1.16e-47	2.57e-48	GUSB	glucuronidase beta
13584	1.17e-47	2.58e-48	ZNF250	zinc finger protein 250
8996	1.17e-47	2.58e-48	CMTM3	CKLF like MARVEL transmembrane domain containing 3
24698	1.17e-47	2.58e-48		
3090	1.17e-47	2.58e-48	SDCCAG8	serologically defined colon cancer antigen 8
2566	1.17e-47	2.59e-48	SPATA7	spermatogenesis associated 7
31114	1.17e-47	2.59e-48	EYA3	EYA transcriptional coactivator and phosphatase 3
410	1.18e-47	2.60e-48	LLPH	LLP homolog, long-term synaptic facilitation
30139	1.18e-47	2.61e-48	KLHL25	kelch like family member 25
35109	1.18e-47	2.61e-48	ZNF217	zinc finger protein 217
13012	1.18e-47	2.61e-48		
5382	1.18e-47	2.62e-48		
5402	1.18e-47	2.62e-48	PRKCZ	protein kinase C zeta
35879	1.18e-47	2.62e-48	PDCD6IP	programmed cell death 6 interacting protein
42708	1.18e-47	2.62e-48	PPP3CA	protein phosphatase 3 catalytic subunit alpha
23984	1.18e-47	2.63e-48	ZMYM6	zinc finger MYM-type containing 6
2746	1.19e-47	2.65e-48		
3716	1.20e-47	2.65e-48	HLA-C	major histocompatibility complex, class I, C
41337	1.20e-47	2.66e-48		
20051	1.20e-47	2.67e-48	EGLN1	egl-9 family hypoxia inducible factor 1
41782	1.20e-47	2.67e-48	TMEM60	transmembrane protein 60
31617	1.21e-47	2.68e-48	CYP21A2	cytochrome P450 family 21 subfamily A member 2
23652	1.21e-47	2.68e-48		
18692	1.21e-47	2.68e-48		
18669	1.21e-47	2.69e-48	YIPF2	Yip1 domain family member 2
19159	1.21e-47	2.69e-48	NIPBL	NIPBL, cohesin loading factor
18598	1.21e-47	2.69e-48	FAM200A	family with sequence similarity 200 member A
6090	1.21e-47	2.69e-48	TMCO1	transmembrane and coiled-coil domains 1
17149	1.22e-47	2.71e-48	VKORC1	vitamin K epoxide reductase complex subunit 1
16635	1.22e-47	2.72e-48		
35543	1.23e-47	2.72e-48	CSNK2B	casein kinase 2 beta
21460	1.23e-47	2.74e-48	AGBL5	ATP/GTP binding protein like 5
20669	1.24e-47	2.75e-48		
9350	1.24e-47	2.75e-48	ACAN	aggrecan
138	1.24e-47	2.76e-48	UBE2I	ubiquitin conjugating enzyme E2 I
44742	1.24e-47	2.76e-48	FLOT1	flotillin 1
18639	1.24e-47	2.77e-48	RPL29	ribosomal protein L29
5742	1.25e-47	2.78e-48	SRSF1	serine and arginine rich splicing factor 1
29453	1.25e-47	2.79e-48		
382	1.25e-47	2.79e-48	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1
44020	1.25e-47	2.79e-48	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2
34251	1.25e-47	2.79e-48	CFAP20	cilia and flagella associated protein 20
35090	1.26e-47	2.80e-48	COL4A3BP	collagen type IV alpha 3 binding protein
36171	1.26e-47	2.80e-48	DDX41	DEAD-box helicase 41
30220	1.26e-47	2.80e-48	VPS37A	VPS37A, ESCRT-I subunit
35245	1.26e-47	2.81e-48		
12115	1.26e-47	2.81e-48		
17497	1.26e-47	2.81e-48	PHLDA2	pleckstrin homology like domain family A member 2
19740	1.26e-47	2.81e-48		
9550	1.26e-47	2.81e-48	NPL	N-acetylneuraminate pyruvate lyase
35518	1.26e-47	2.82e-48		
16534	1.27e-47	2.82e-48	PUF60	poly(U) binding splicing factor 60
29352	1.27e-47	2.82e-48	EPB41L4A-AS1	EPB41L4A antisense RNA 1
5966	1.27e-47	2.83e-48	ITFG1	integrin alpha FG-GAP repeat containing 1
14176	1.27e-47	2.83e-48	S100A10	S100 calcium binding protein A10
42961	1.27e-47	2.83e-48		
27548	1.27e-47	2.84e-48	GPR89B	G protein-coupled receptor 89B
12940	1.27e-47	2.84e-48		
12418	1.27e-47	2.85e-48		
33356	1.28e-47	2.85e-48		
10860	1.28e-47	2.85e-48	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
24522	1.28e-47	2.86e-48	AK4	adenylate kinase 4
10885	1.28e-47	2.86e-48	TRIM32	tripartite motif containing 32
20094	1.29e-47	2.88e-48	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1
21906	1.29e-47	2.88e-48	ZBTB14	zinc finger and BTB domain containing 14
3005	1.29e-47	2.89e-48	HSP90AA4P	heat shock protein 90 alpha family class A member 4, pseudogene
22617	1.29e-47	2.89e-48	AKAP9	A-kinase anchoring protein 9
13812	1.30e-47	2.91e-48	LOC100133039	uncharacterized LOC100133039
21578	1.30e-47	2.91e-48	VAMP2	vesicle associated membrane protein 2
36207	1.31e-47	2.92e-48	ELMOD3	ELMO domain containing 3
37211	1.31e-47	2.92e-48	PVR	poliovirus receptor
31281	1.31e-47	2.93e-48	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
16397	1.32e-47	2.94e-48	SUCLG2	succinate-CoA ligase GDP-forming beta subunit
37815	1.32e-47	2.95e-48		
44937	1.32e-47	2.95e-48	CTSB	cathepsin B
18463	1.32e-47	2.95e-48	BCL3	B-cell CLL/lymphoma 3
26578	1.32e-47	2.96e-48	ZDHHC7	zinc finger DHHC-type containing 7
40033	1.32e-47	2.96e-48		
14016	1.32e-47	2.97e-48	PTPN4	protein tyrosine phosphatase, non-receptor type 4
5615	1.33e-47	2.97e-48	TP53BP1	tumor protein p53 binding protein 1
38022	1.33e-47	2.98e-48	ASMTL	acetylserotonin O-methyltransferase-like
10572	1.33e-47	2.98e-48	RAPGEF4	Rap guanine nucleotide exchange factor 4
7262	1.33e-47	2.98e-48	PRKCD	protein kinase C delta
30285	1.33e-47	2.98e-48	TRPC3	transient receptor potential cation channel subfamily C member 3
42215	1.33e-47	2.99e-48	AZI2	5-azacytidine induced 2
35595	1.34e-47	3.00e-48	PCGF3	polycomb group ring finger 3
18252	1.35e-47	3.02e-48	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial
15939	1.35e-47	3.02e-48	SNORA70	small nucleolar RNA, H/ACA box 70
19133	1.35e-47	3.02e-48	MYO19	myosin XIX
29612	1.35e-47	3.02e-48	AGBL5	ATP/GTP binding protein like 5
35670	1.35e-47	3.02e-48	ZFYVE16	zinc finger FYVE-type containing 16
19641	1.35e-47	3.02e-48	UXT	ubiquitously expressed prefoldin like chaperone
12766	1.36e-47	3.05e-48	ZFYVE9	zinc finger FYVE-type containing 9
18633	1.36e-47	3.05e-48		
19019	1.36e-47	3.06e-48	TBC1D31	TBC1 domain family member 31
10055	1.36e-47	3.06e-48		
34987	1.36e-47	3.06e-48	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)
16501	1.36e-47	3.06e-48		
30750	1.36e-47	3.07e-48	RPLP0	ribosomal protein lateral stalk subunit P0
33501	1.36e-47	3.07e-48	RHOQ	ras homolog family member Q
41097	1.37e-47	3.07e-48	EFCAB14	EF-hand calcium binding domain 14
32137	1.37e-47	3.07e-48	OXSR1	oxidative stress responsive 1
26588	1.37e-47	3.08e-48		
17403	1.37e-47	3.08e-48	FAM21A	family with sequence similarity 21 member A
42035	1.37e-47	3.08e-48	RCOR3	REST corepressor 3
22111	1.37e-47	3.09e-48	DOLK	dolichol kinase
3031	1.38e-47	3.09e-48	LIAS	lipoic acid synthetase
24628	1.38e-47	3.10e-48	SEC23IP	SEC23 interacting protein
26267	1.38e-47	3.10e-48		
25588	1.38e-47	3.11e-48		
17599	1.38e-47	3.11e-48	SAYSD1	SAYSVFN motif domain containing 1
9310	1.38e-47	3.12e-48	PDLIM5	PDZ and LIM domain 5
42048	1.39e-47	3.12e-48	SEC61G	Sec61 translocon gamma subunit
5562	1.39e-47	3.13e-48	CAPRIN1	cell cycle associated protein 1
40944	1.39e-47	3.13e-48	ZNF480	zinc finger protein 480
41906	1.39e-47	3.13e-48	ZNRF2	zinc and ring finger 2, E3 ubiquitin protein ligase
39798	1.39e-47	3.14e-48		
5814	1.39e-47	3.14e-48	TNFRSF1A	TNF receptor superfamily member 1A
24319	1.40e-47	3.15e-48		
13999	1.40e-47	3.15e-48	WDTC1	WD and tetratricopeptide repeats 1
42439	1.41e-47	3.18e-48	MDM2	MDM2 proto-oncogene
35162	1.41e-47	3.18e-48	TNPO1	transportin 1
8627	1.42e-47	3.21e-48	PTPN3	protein tyrosine phosphatase, non-receptor type 3
41566	1.42e-47	3.21e-48	DUS4L	dihydrouridine synthase 4 like
126	1.42e-47	3.21e-48	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3
43578	1.43e-47	3.22e-48	PMP2	peripheral myelin protein 2
31761	1.43e-47	3.23e-48	STK31	serine/threonine kinase 31
35998	1.44e-47	3.25e-48	GDF7	growth differentiation factor 7
8040	1.44e-47	3.25e-48	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
20725	1.44e-47	3.25e-48	SRP68	signal recognition particle 68
12226	1.44e-47	3.26e-48	LGALSL	galectin like
40771	1.44e-47	3.26e-48	MTRF1	mitochondrial translational release factor 1
16620	1.45e-47	3.27e-48	SETD5	SET domain containing 5
25348	1.46e-47	3.31e-48		
36736	1.47e-47	3.31e-48	GAR1	GAR1 ribonucleoprotein
36891	1.47e-47	3.32e-48	NIPBL	NIPBL, cohesin loading factor
25203	1.47e-47	3.32e-48	COPS7A	COP9 signalosome subunit 7A
26948	1.48e-47	3.34e-48	SPEN	spen family transcriptional repressor
3371	1.48e-47	3.34e-48		
13403	1.48e-47	3.34e-48	SFT2D2	SFT2 domain containing 2
20712	1.48e-47	3.36e-48	TPP2	tripeptidyl peptidase 2
14038	1.49e-47	3.36e-48	CRYBB2P1	crystallin beta B2 pseudogene 1
40421	1.49e-47	3.37e-48	LOC105370027	uncharacterized LOC105370027
25451	1.49e-47	3.38e-48	FAM46C	family with sequence similarity 46 member C
19202	1.49e-47	3.38e-48	ATG2B	autophagy related 2B
30524	1.50e-47	3.39e-48	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3
2875	1.50e-47	3.39e-48	INPP5K	inositol polyphosphate-5-phosphatase K
32843	1.51e-47	3.41e-48		
23569	1.51e-47	3.42e-48	RELT	RELT tumor necrosis factor receptor
1143	1.52e-47	3.43e-48	TNRC18	trinucleotide repeat containing 18
21269	1.52e-47	3.44e-48	IQSEC1	IQ motif and Sec7 domain 1
12114	1.52e-47	3.44e-48	EIF4A2	eukaryotic translation initiation factor 4A2
16437	1.53e-47	3.47e-48	ATM	ATM serine/threonine kinase
14909	1.53e-47	3.47e-48		
44267	1.54e-47	3.48e-48	BANP	BTG3 associated nuclear protein
16877	1.54e-47	3.48e-48	FANCM	Fanconi anemia complementation group M
20822	1.54e-47	3.50e-48	C3orf52	chromosome 3 open reading frame 52
15004	1.54e-47	3.50e-48	THRA	thyroid hormone receptor, alpha
6974	1.54e-47	3.50e-48	SZT2	seizure threshold 2 homolog (mouse)
30823	1.54e-47	3.50e-48	POLR2D	RNA polymerase II subunit D
29804	1.55e-47	3.51e-48	AKAP8L	A-kinase anchoring protein 8 like
316	1.55e-47	3.52e-48		
28637	1.55e-47	3.52e-48		
33959	1.55e-47	3.52e-48	IMMT	inner membrane mitochondrial protein
13577	1.55e-47	3.53e-48		
5332	1.56e-47	3.54e-48	INO80E	INO80 complex subunit E
10644	1.56e-47	3.54e-48	ZC3H6	zinc finger CCCH-type containing 6
33195	1.56e-47	3.54e-48	METRNL	meteorin like, glial cell differentiation regulator
2373	1.56e-47	3.54e-48	RNF145	ring finger protein 145
17884	1.56e-47	3.55e-48	LAGE3	L antigen family member 3
11461	1.56e-47	3.55e-48	ZADH2	zinc binding alcohol dehydrogenase domain containing 2
40106	1.56e-47	3.56e-48		
4466	1.57e-47	3.56e-48	LRPAP1	LDL receptor related protein associated protein 1
32787	1.57e-47	3.57e-48	BAGE	B melanoma antigen
2214	1.57e-47	3.58e-48	LTC4S	leukotriene C4 synthase
32023	1.58e-47	3.59e-48	LOC101927598	uncharacterized LOC101927598
14846	1.58e-47	3.59e-48	PRIMA1	proline rich membrane anchor 1
5620	1.58e-47	3.61e-48	PSMA2	proteasome subunit alpha 2
16663	1.59e-47	3.61e-48	FAM126B	family with sequence similarity 126 member B
3257	1.59e-47	3.61e-48	LINC00626	long intergenic non-protein coding RNA 626
40249	1.60e-47	3.63e-48	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
18625	1.60e-47	3.63e-48	SBNO1	strawberry notch homolog 1
35110	1.60e-47	3.65e-48	POP5	POP5 homolog, ribonuclease P/MRP subunit
8287	1.60e-47	3.65e-48	HAVCR2	hepatitis A virus cellular receptor 2
14544	1.60e-47	3.65e-48		
10170	1.60e-47	3.65e-48	TLE4	transducin like enhancer of split 4
5857	1.60e-47	3.65e-48	E2F6	E2F transcription factor 6
28661	1.61e-47	3.66e-48	CCDC53	coiled-coil domain containing 53
42114	1.61e-47	3.66e-48		
32226	1.61e-47	3.68e-48	CCDC88A	coiled-coil domain containing 88A
8316	1.62e-47	3.70e-48	SS18	SS18, nBAF chromatin remodeling complex subunit
14965	1.63e-47	3.71e-48	RLN3	relaxin 3
41377	1.63e-47	3.72e-48	TMEM14B	transmembrane protein 14B
30250	1.64e-47	3.73e-48	DDHD1	DDHD domain containing 1
18272	1.64e-47	3.73e-48	WDR37	WD repeat domain 37
32489	1.64e-47	3.74e-48	NOC4L	nucleolar complex associated 4 homolog
13854	1.64e-47	3.75e-48	ZNRD1ASP	zinc ribbon domain containing 1 antisense, pseudogene
25970	1.64e-47	3.75e-48	ADGRG1	adhesion G protein-coupled receptor G1
10189	1.64e-47	3.75e-48	STOML1	stomatin like 1
43272	1.65e-47	3.76e-48	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5
33921	1.65e-47	3.76e-48	ABCA3	ATP binding cassette subfamily A member 3
12931	1.65e-47	3.77e-48	DUT	deoxyuridine triphosphatase
23890	1.65e-47	3.77e-48	HSD17B7P2	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2
34108	1.65e-47	3.77e-48	FEM1B	fem-1 homolog B
22938	1.65e-47	3.78e-48		
16895	1.65e-47	3.78e-48	ABHD15	abhydrolase domain containing 15
20178	1.65e-47	3.78e-48	MCRS1	microspherule protein 1
13379	1.66e-47	3.79e-48	RWDD3	RWD domain containing 3
3634	1.66e-47	3.79e-48	KIF9-AS1	KIF9 antisense RNA 1
23337	1.66e-47	3.80e-48		
24927	1.66e-47	3.81e-48	RHOBTB2	Rho related BTB domain containing 2
38662	1.66e-47	3.81e-48		
31582	1.66e-47	3.81e-48	ANKRD12	ankyrin repeat domain 12
18743	1.67e-47	3.83e-48		
21812	1.67e-47	3.83e-48	ZC3H11A	zinc finger CCCH-type containing 11A
45203	1.68e-47	3.84e-48	TMEM259	transmembrane protein 259
3305	1.68e-47	3.84e-48	CTBP1	C-terminal binding protein 1
31296	1.68e-47	3.85e-48	HLA-A	major histocompatibility complex, class I, A
3753	1.69e-47	3.86e-48	ZNF808	zinc finger protein 808
27826	1.69e-47	3.86e-48	STK35	serine/threonine kinase 35
21305	1.69e-47	3.86e-48	C17orf97	chromosome 17 open reading frame 97
39283	1.69e-47	3.86e-48	ZNF24	zinc finger protein 24
21162	1.69e-47	3.87e-48	KANK4	KN motif and ankyrin repeat domains 4
30845	1.69e-47	3.87e-48	ACADSB	acyl-CoA dehydrogenase, short/branched chain
40641	1.69e-47	3.87e-48	CTBS	chitobiase
17761	1.69e-47	3.88e-48	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
19601	1.69e-47	3.88e-48	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough
12645	1.69e-47	3.88e-48	GRB2	growth factor receptor bound protein 2
38312	1.69e-47	3.89e-48	PGM3	phosphoglucomutase 3
17519	1.69e-47	3.89e-48	PTPRE	protein tyrosine phosphatase, receptor type E
33676	1.70e-47	3.90e-48	C12orf60	chromosome 12 open reading frame 60
33209	1.72e-47	3.94e-48	TSPYL2	TSPY like 2
8702	1.72e-47	3.94e-48	MYO9B	myosin IXB
9370	1.72e-47	3.95e-48		
963	1.72e-47	3.95e-48	ZNF131	zinc finger protein 131
32129	1.72e-47	3.95e-48	PTPN11	protein tyrosine phosphatase, non-receptor type 11
19222	1.72e-47	3.95e-48	GGTLC2	gamma-glutamyltransferase light chain 2
33905	1.72e-47	3.96e-48	IL1R1	interleukin 1 receptor type 1
28367	1.72e-47	3.96e-48		
22110	1.72e-47	3.96e-48		
5483	1.73e-47	3.97e-48	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5
45186	1.73e-47	3.97e-48	LOC284454	uncharacterized LOC284454
304	1.73e-47	3.98e-48	KRT71	keratin 71
36684	1.73e-47	3.98e-48	JAK2	Janus kinase 2
29290	1.74e-47	3.99e-48		
3083	1.74e-47	4.01e-48	DNPEP	aspartyl aminopeptidase
5014	1.75e-47	4.02e-48	FAM76A	family with sequence similarity 76 member A
8172	1.75e-47	4.02e-48		
31814	1.75e-47	4.03e-48	SERPINA2///SERPINA1	serpin family A member 2 (gene/pseudogene)///serpin family A member 1
19427	1.75e-47	4.03e-48	CD96	CD96 molecule
20774	1.75e-47	4.04e-48		
9355	1.75e-47	4.04e-48	KLF6	Kruppel like factor 6
22254	1.75e-47	4.04e-48		
35218	1.76e-47	4.06e-48	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
12756	1.77e-47	4.07e-48	HSPC081	uncharacterized LOC100286989
38723	1.77e-47	4.07e-48	ACOX1	acyl-CoA oxidase 1
23049	1.77e-47	4.08e-48	MAPK1	mitogen-activated protein kinase 1
12419	1.77e-47	4.08e-48	FAM63B	family with sequence similarity 63 member B
38865	1.77e-47	4.08e-48		
17815	1.77e-47	4.08e-48	HNRNPD	heterogeneous nuclear ribonucleoprotein D
19741	1.78e-47	4.10e-48	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11
35809	1.79e-47	4.12e-48	SLC24A1	solute carrier family 24 member 1
3481	1.79e-47	4.12e-48	COMMD7	COMM domain containing 7
16514	1.79e-47	4.12e-48	TSC22D4	TSC22 domain family member 4
413	1.79e-47	4.13e-48	TBC1D14	TBC1 domain family member 14
36846	1.79e-47	4.14e-48	ZNF124	zinc finger protein 124
36801	1.80e-47	4.15e-48	KCTD10	potassium channel tetramerization domain containing 10
27677	1.80e-47	4.16e-48		
20744	1.80e-47	4.16e-48		
34834	1.80e-47	4.16e-48		
44601	1.80e-47	4.17e-48	C3orf35	chromosome 3 open reading frame 35
12138	1.80e-47	4.17e-48		
37755	1.81e-47	4.17e-48	IDNK	IDNK, gluconokinase
27871	1.81e-47	4.17e-48		
34769	1.81e-47	4.17e-48		
15757	1.81e-47	4.18e-48	ZC3H8	zinc finger CCCH-type containing 8
17911	1.81e-47	4.19e-48	SLC25A32	solute carrier family 25 member 32
28969	1.81e-47	4.19e-48	DCAF4	DDB1 and CUL4 associated factor 4
17863	1.81e-47	4.19e-48	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
44821	1.81e-47	4.19e-48	ZNF92	zinc finger protein 92
9483	1.81e-47	4.19e-48	TK2	thymidine kinase 2, mitochondrial
7780	1.82e-47	4.20e-48	IFRD2	interferon related developmental regulator 2
31275	1.82e-47	4.21e-48		
7773	1.82e-47	4.21e-48	LOC407835	mitogen-activated protein kinase kinase 2 pseudogene
10072	1.82e-47	4.21e-48	MRPL18	mitochondrial ribosomal protein L18
16941	1.82e-47	4.21e-48	LRP5	LDL receptor related protein 5
29213	1.82e-47	4.22e-48	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit
31450	1.82e-47	4.22e-48	METTL9	methyltransferase like 9
17827	1.82e-47	4.22e-48	ZNF37A	zinc finger protein 37A
5637	1.82e-47	4.23e-48	CDKN2AIP	CDKN2A interacting protein
20677	1.83e-47	4.23e-48		
17534	1.83e-47	4.24e-48	MAP2K5	mitogen-activated protein kinase kinase 5
21876	1.83e-47	4.25e-48	OR52K2	olfactory receptor family 52 subfamily K member 2
33469	1.83e-47	4.25e-48	HSP90AA1	heat shock protein 90 alpha family class A member 1
32834	1.84e-47	4.26e-48	DMTF1	cyclin D binding myb like transcription factor 1
42914	1.84e-47	4.26e-48	CACTIN	cactin, spliceosome C complex subunit
14418	1.84e-47	4.26e-48		
21494	1.84e-47	4.26e-48	CSTB	cystatin B
6652	1.84e-47	4.27e-48	RUSC1	RUN and SH3 domain containing 1
35675	1.84e-47	4.27e-48	CEP95	centrosomal protein 95
3192	1.84e-47	4.27e-48	SSH1	slingshot protein phosphatase 1
11041	1.84e-47	4.27e-48	UFM1	ubiquitin fold modifier 1
15311	1.84e-47	4.27e-48	INTS10	integrator complex subunit 10
18684	1.84e-47	4.27e-48	ETNK1	ethanolamine kinase 1
41827	1.84e-47	4.28e-48		
30789	1.84e-47	4.28e-48	LOC221272	uncharacterized LOC221272
17790	1.85e-47	4.29e-48	HKR1	HKR1, GLI-Kruppel zinc finger family member
43023	1.85e-47	4.31e-48		
33685	1.85e-47	4.31e-48	ZBTB43	zinc finger and BTB domain containing 43
26574	1.86e-47	4.33e-48	ZAP70	zeta chain of T cell receptor associated protein kinase 70
22052	1.86e-47	4.33e-48		
44643	1.87e-47	4.34e-48		
17625	1.87e-47	4.36e-48		
20212	1.87e-47	4.36e-48	GNB1	G protein subunit beta 1
28920	1.88e-47	4.36e-48	TP63	tumor protein p63
6738	1.88e-47	4.37e-48	SF1	splicing factor 1
29435	1.88e-47	4.37e-48	ZBTB21	zinc finger and BTB domain containing 21
27075	1.88e-47	4.37e-48	KLHL42	kelch like family member 42
15024	1.88e-47	4.38e-48	COMMD8	COMM domain containing 8
22469	1.88e-47	4.39e-48	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
28674	1.89e-47	4.39e-48	S100A8	S100 calcium binding protein A8
1747	1.89e-47	4.39e-48	FNBP1	formin binding protein 1
30022	1.89e-47	4.41e-48	GNL2	G protein nucleolar 2
44173	1.90e-47	4.43e-48	CDK2	cyclin dependent kinase 2
20186	1.91e-47	4.44e-48	HLA-A	major histocompatibility complex, class I, A
17492	1.92e-47	4.48e-48	MKKS	McKusick-Kaufman syndrome
12976	1.92e-47	4.48e-48		
12838	1.92e-47	4.48e-48	ATP6V1B2	ATPase H+ transporting V1 subunit B2
38944	1.92e-47	4.49e-48		
38159	1.93e-47	4.50e-48	MLLT6	MLLT6, PHD finger domain containing
16050	1.94e-47	4.51e-48	B4GALT7	beta-1,4-galactosyltransferase 7
41045	1.94e-47	4.52e-48	SNAP23	synaptosome associated protein 23
22612	1.94e-47	4.53e-48	FAM91A1	family with sequence similarity 91 member A1
10950	1.95e-47	4.55e-48	LNPK	lunapark, ER junction formation factor
34315	1.95e-47	4.55e-48	CPD	carboxypeptidase D
13092	1.95e-47	4.56e-48		
32270	1.95e-47	4.56e-48	SLC25A38	solute carrier family 25 member 38
25536	1.96e-47	4.57e-48	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
32743	1.97e-47	4.60e-48	ZNRF2P1	zinc and ring finger 2 pseudogene 1
7053	1.97e-47	4.61e-48	TRIM24	tripartite motif containing 24
31703	1.98e-47	4.61e-48	PARD3	par-3 family cell polarity regulator
27681	1.98e-47	4.63e-48	TMEM43	transmembrane protein 43
36073	1.98e-47	4.63e-48		
36929	1.99e-47	4.64e-48		
20805	1.99e-47	4.65e-48	PICALM	phosphatidylinositol binding clathrin assembly protein
23554	1.99e-47	4.65e-48	GATSL2	GATS protein like 2
18737	1.99e-47	4.65e-48	GLCCI1	glucocorticoid induced 1
33388	2.00e-47	4.67e-48		
7303	2.00e-47	4.68e-48	MPZL1	myelin protein zero like 1
12356	2.00e-47	4.69e-48	SEMA6A	semaphorin 6A
20261	2.00e-47	4.69e-48	AEN	apoptosis enhancing nuclease
7980	2.01e-47	4.70e-48	ADRM1	adhesion regulating molecule 1
33302	2.01e-47	4.70e-48	TUBB	tubulin beta class I
30695	2.01e-47	4.70e-48	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
42437	2.03e-47	4.75e-48		
9405	2.03e-47	4.75e-48		
16772	2.03e-47	4.76e-48	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
11154	2.03e-47	4.76e-48	TBC1D2B	TBC1 domain family member 2B
13914	2.03e-47	4.76e-48	FOXD3	forkhead box D3
10454	2.03e-47	4.76e-48	SLC16A1-AS1	SLC16A1 antisense RNA 1
8320	2.03e-47	4.76e-48	ZBED5	zinc finger BED-type containing 5
25899	2.03e-47	4.77e-48	HIST2H3D	histone cluster 2, H3d
19050	2.04e-47	4.77e-48	TRMT11	tRNA methyltransferase 11 homolog
4027	2.04e-47	4.77e-48	KRBA1	KRAB-A domain containing 1
4639	2.04e-47	4.78e-48	GID8	GID complex subunit 8 homolog
31181	2.04e-47	4.78e-48		
27157	2.04e-47	4.79e-48	STAT3	signal transducer and activator of transcription 3
34877	2.04e-47	4.79e-48	HIST1H4C	histone cluster 1, H4c
41578	2.04e-47	4.79e-48	TSPYL2	TSPY like 2
15455	2.05e-47	4.80e-48	UHRF1	ubiquitin like with PHD and ring finger domains 1
35888	2.05e-47	4.81e-48	SPRY2	sprouty RTK signaling antagonist 2
20233	2.05e-47	4.82e-48	C8orf31	chromosome 8 open reading frame 31
43789	2.05e-47	4.82e-48	DDX18	DEAD-box helicase 18
17425	2.06e-47	4.84e-48	PBLD	phenazine biosynthesis like protein domain containing
9711	2.06e-47	4.85e-48	ICE1	interactor of little elongation complex ELL subunit 1
6788	2.06e-47	4.85e-48	DTNB	dystrobrevin beta
10136	2.07e-47	4.86e-48	TMEM68	transmembrane protein 68
40077	2.07e-47	4.87e-48	RN7SL737P	RNA, 7SL, cytoplasmic 737, pseudogene
26307	2.09e-47	4.91e-48	UBE2V2	ubiquitin conjugating enzyme E2 V2
27016	2.09e-47	4.91e-48	UBE2N	ubiquitin conjugating enzyme E2 N
8073	2.09e-47	4.92e-48	CNPY2	canopy FGF signaling regulator 2
27034	2.09e-47	4.92e-48	ANKRD10	ankyrin repeat domain 10
