GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
9468	7.32e-01	2.21e-01	0.801	1.222902	0.9790874	46.54	PCYT1B	phosphate cytidylyltransferase 1B, choline
57542	7.32e-01	2.21e-01	0.311	-1.222766	-0.3808282	675.13	KLHL42	kelch like family member 42
57147	7.33e-01	2.22e-01	0.197	-1.222212	-0.2410994	330.4	SCYL3	SCY1 like pseudokinase 3
107985236	7.33e-01	2.22e-01	0.441	1.221958	0.5387273	218.56	LOC107985236	uncharacterized LOC107985236
28976	7.33e-01	2.22e-01	0.242	-1.221834	-0.2960708	916.64	ACAD9	acyl-CoA dehydrogenase family member 9
26034	7.33e-01	2.22e-01	0.51	1.222031	0.6233745	62.84	IPCEF1	interaction protein for cytohesin exchange factors 1
9	7.33e-01	2.22e-01	0.305	1.222258	0.372387	73.51	NAT1	N-acetyltransferase 1
440270	7.33e-01	2.22e-01	0.432	-1.222245	-0.5274732	1970.06	GOLGA8B	golgin A8 family member B
8533	7.33e-01	2.22e-01	0.289	-1.221875	-0.3536999	753.22	COPS3	COP9 signalosome subunit 3
3782	7.33e-01	2.22e-01	0.488	1.221592	0.59565	222.13	KCNN3	potassium calcium-activated channel subfamily N member 3
10007	7.33e-01	2.22e-01	0.324	1.221427	0.3958783	877.7	GNPDA1	glucosamine-6-phosphate deaminase 1
3860	7.33e-01	2.22e-01	1.177	1.221513	1.4379359	128780.76	KRT13	keratin 13
134187	7.33e-01	2.22e-01	0.435	1.221077	0.5311062	25.88	POU5F2	POU domain class 5, transcription factor 2
394263	7.33e-01	2.22e-01	0.717	1.220986	0.8749476	106.08	MUC21	mucin 21, cell surface associated
54881	7.33e-01	2.22e-01	0.419	1.220921	0.5113203	398.1	TEX10	testis expressed 10
145581	7.33e-01	2.22e-01	0.772	1.220885	0.9428656	21.91	LRFN5	leucine rich repeat and fibronectin type III domain containing 5
100873935	7.33e-01	2.23e-01	0.326	1.218963	0.3975289	18.45	MTOR-AS1	MTOR antisense RNA 1
925	7.33e-01	2.23e-01	0.7	1.218919	0.8532462	526.09	CD8A	CD8a molecule
132014	7.33e-01	2.22e-01	0.58	1.220276	0.7072459	496.16	IL17RE	interleukin 17 receptor E
7182	7.33e-01	2.23e-01	0.281	1.219386	0.3421792	832.1	NR2C2	nuclear receptor subfamily 2 group C member 2
8801	7.33e-01	2.22e-01	0.328	1.220554	0.399757	508.63	SUCLG2	succinate-CoA ligase GDP-forming subunit beta
10550	7.33e-01	2.23e-01	0.32	1.219788	0.390774	1262.25	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
108783645	7.33e-01	2.22e-01	0.464	-1.220227	-0.5659166	21.37	HFE-AS1	HFE antisense RNA 1
352962	7.33e-01	2.22e-01	0.95	-1.21996	-1.1583554	18.22	HLA-V	major histocompatibility complex, class I, V (pseudogene)
442213	7.33e-01	2.23e-01	0.803	-1.219436	-0.9798045	37.25	PTCHD4	patched domain containing 4
4796	7.33e-01	2.22e-01	0.399	-1.220653	-0.4866338	873.13	TONSL	tonsoku like, DNA repair protein
8030	7.33e-01	2.23e-01	0.361	1.219009	0.4402046	1668.84	CCDC6	coiled-coil domain containing 6
10121	7.33e-01	2.23e-01	0.286	1.219854	0.3494384	1724.07	ACTR1A	actin related protein 1A
10522	7.33e-01	2.23e-01	0.3	-1.219583	-0.3662521	788.11	DEAF1	DEAF1 transcription factor
2230	7.33e-01	2.23e-01	0.245	-1.219213	-0.2985783	301.1	FDX1	ferredoxin 1
93164	7.33e-01	2.23e-01	0.286	1.219006	0.3489324	57.32	HTR7P1	5-hydroxytryptamine receptor 7 pseudogene 1
146059	7.33e-01	2.23e-01	0.282	-1.219106	-0.3438476	487.37	CDAN1	codanin 1
57547	7.33e-01	2.23e-01	0.391	-1.218999	-0.4768349	53.21	ZNF624	zinc finger protein 624
83983	7.33e-01	2.22e-01	0.422	-1.220501	-0.5145194	40.71	TSSK6	testis specific serine kinase 6
57106	7.33e-01	2.23e-01	0.447	-1.219168	-0.5451138	283.64	NAT14	N-acetyltransferase 14 (putative)
79729	7.33e-01	2.23e-01	0.418	1.218457	0.5095513	560.43	SH3D21	SH3 domain containing 21
107986257	7.33e-01	2.23e-01	0.554	1.21828	0.6746326	43.1	LOC107986257	
57491	7.33e-01	2.23e-01	0.493	-1.218314	-0.6006594	296.48	AHRR	aryl hydrocarbon receptor repressor
221395	7.33e-01	2.23e-01	0.5	1.218159	0.608758	491.88	ADGRF5	adhesion G protein-coupled receptor F5
7328	7.33e-01	2.23e-01	0.274	1.218611	0.3334841	2183.58	UBE2H	ubiquitin conjugating enzyme E2 H
105371922	7.33e-01	2.23e-01	0.35	1.218098	0.4267029	20.54	LOC105371922	uncharacterized LOC105371922
23253	7.33e-01	2.23e-01	0.309	-1.218529	-0.3766903	2024.99	ANKRD12	ankyrin repeat domain 12
220134	7.33e-01	2.23e-01	0.3	-1.218048	-0.3648135	144.96	SKA1	spindle and kinetochore associated complex subunit 1
112268105	7.33e-01	2.23e-01	0.432	1.217764	0.5266495	23.9	SBNO1-AS1	SBNO1 antisense RNA 1
5692	7.34e-01	2.24e-01	0.344	-1.217172	-0.4188926	3901.32	PSMB4	proteasome 20S subunit beta 4
51263	7.34e-01	2.23e-01	0.262	-1.217336	-0.3186137	728.31	MRPL30	mitochondrial ribosomal protein L30
7481	7.34e-01	2.23e-01	0.638	1.217386	0.7762639	49.55	WNT11	Wnt family member 11
4151	7.34e-01	2.24e-01	0.894	-1.21718	-1.0882383	58.7	MB	myoglobin
9052	7.34e-01	2.24e-01	0.611	-1.216955	-0.7437786	3380.97	GPRC5A	G protein-coupled receptor class C group 5 member A
100132247	7.34e-01	2.24e-01	0.271	1.217036	0.3294564	2633.15	NPIPB5	nuclear pore complex interacting protein family member B5
79694	7.34e-01	2.24e-01	0.328	-1.216593	-0.3993702	153.78	MANEA	mannosidase endo-alpha
11006	7.34e-01	2.24e-01	0.566	1.216719	0.6884831	405.09	LILRB4	leukocyte immunoglobulin like receptor B4
10483	7.34e-01	2.24e-01	0.267	-1.216652	-0.3247723	1592.55	SEC23B	SEC23 homolog B, COPII coat complex component
54522	7.34e-01	2.24e-01	0.353	1.216102	0.4293441	177.37	ANKRD16	ankyrin repeat domain 16
50856	7.34e-01	2.24e-01	0.473	1.216213	0.5746688	56.42	CLEC4A	C-type lectin domain family 4 member A
105371082	7.34e-01	2.24e-01	0.503	-1.216146	-0.6118455	64.66	LOC105371082	uncharacterized LOC105371082
342538	7.34e-01	2.24e-01	0.297	1.216345	0.3618249	136.8	NACA2	nascent polypeptide associated complex subunit alpha 2
101928324	7.34e-01	2.24e-01	0.35	-1.21496	-0.4256071	18.28	DHDDS-AS1	DHDDS antisense RNA 1
79577	7.34e-01	2.24e-01	0.228	-1.215235	-0.2775903	457.39	CDC73	cell division cycle 73
85414	7.34e-01	2.24e-01	0.576	-1.215324	-0.699765	238.94	SLC45A3	solute carrier family 45 member 3
55341	7.34e-01	2.24e-01	0.251	-1.215935	-0.3057035	895.22	LSG1	large 60S subunit nuclear export GTPase 1
3108	7.34e-01	2.24e-01	0.621	1.214979	0.7539688	1468.49	HLA-DMA	major histocompatibility complex, class II, DM alpha
404672	7.34e-01	2.24e-01	0.243	1.215038	0.2948144	245.64	GTF2H5	general transcription factor IIH subunit 5
9550	7.34e-01	2.24e-01	0.313	1.214945	0.3798515	1055.28	ATP6V1G1	ATPase H+ transporting V1 subunit G1
55200	7.34e-01	2.24e-01	0.431	-1.215476	-0.5236219	353.22	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6
79711	7.34e-01	2.24e-01	0.526	-1.215615	-0.6395525	1578.75	IPO4	importin 4
90527	7.34e-01	2.24e-01	0.905	1.215754	1.1004028	1074.34	DUOXA1	dual oxidase maturation factor 1
9875	7.34e-01	2.24e-01	0.262	1.215558	0.3181088	1396.01	URB1	URB1 ribosome biogenesis homolog
253738	7.34e-01	2.25e-01	0.91	1.214597	1.1051747	126.77	EBF3	EBF transcription factor 3
51350	7.34e-01	2.25e-01	1.077	1.214643	1.3075635	779.5	KRT76	keratin 76
10961	7.34e-01	2.24e-01	0.323	1.21474	0.3922651	2714.28	ERP29	endoplasmic reticulum protein 29
100129534	7.34e-01	2.25e-01	0.532	-1.213675	-0.645401	55.11	LOC100129534	small nuclear ribonucleoprotein polypeptide N pseudogene
22955	7.34e-01	2.25e-01	0.334	1.213248	0.4051731	796.04	SCMH1	Scm polycomb group protein homolog 1
28896	7.34e-01	2.25e-01	0.795	1.214242	0.9653976	993.56	IGKV1D-33	immunoglobulin kappa variable 1D-33
2309	7.34e-01	2.25e-01	0.251	1.213419	0.3041922	1406.51	FOXO3	forkhead box O3
6733	7.34e-01	2.25e-01	0.265	1.213384	0.3218657	737.1	SRPK2	SRSF protein kinase 2
11062	7.34e-01	2.25e-01	0.243	-1.213778	-0.2955264	48.51	DUS4L	dihydrouridine synthase 4 like
80381	7.34e-01	2.25e-01	0.48	-1.214104	-0.5828503	3576.53	CD276	CD276 molecule
4350	7.34e-01	2.25e-01	0.501	-1.213771	-0.6086205	752.58	MPG	N-methylpurine DNA glycosylase
6362	7.34e-01	2.25e-01	0.697	1.213434	0.8451948	480.49	CCL18	C-C motif chemokine ligand 18
25804	7.34e-01	2.25e-01	0.409	-1.21374	-0.4958652	1650	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
6689	7.34e-01	2.25e-01	0.691	1.213655	0.8391995	58.33	SPIB	Spi-B transcription factor
79879	7.34e-01	2.25e-01	0.252	1.214468	0.3056916	522.64	CCDC134	coiled-coil domain containing 134
100271722	7.34e-01	2.25e-01	0.416	-1.213194	-0.5049626	40.51	LINC00899	long intergenic non-protein coding RNA 899
158960	7.34e-01	2.25e-01	0.389	1.214219	0.4721483	29.11	ATP6AP1-DT	ATP6AP1 divergent transcript
28814	7.34e-01	2.25e-01	0.817	1.212695	0.9908188	309.43	IGLV2-18	immunoglobulin lambda variable 2-18
84636	7.35e-01	2.25e-01	0.71	1.212433	0.8606439	73.19	GPR174	G protein-coupled receptor 174
79974	7.35e-01	2.25e-01	0.628	1.212328	0.7618942	109.4	CPED1	cadherin like and PC-esterase domain containing 1
5795	7.35e-01	2.25e-01	0.405	1.212106	0.4911712	688.77	PTPRJ	protein tyrosine phosphatase receptor type J
284047	7.35e-01	2.25e-01	0.604	-1.212161	-0.7316486	139.42	CCDC144BP	coiled-coil domain containing 144B, pseudogene
5028	7.35e-01	2.26e-01	0.808	-1.211275	-0.9784	460.32	P2RY1	purinergic receptor P2Y1
58505	7.35e-01	2.26e-01	0.28	1.211323	0.3396131	718.81	OSTC	oligosaccharyltransferase complex non-catalytic subunit
221491	7.35e-01	2.26e-01	0.377	1.211476	0.456557	398.89	SMIM29	small integral membrane protein 29
157769	7.35e-01	2.26e-01	0.362	-1.21127	-0.4382591	705.08	FAM91A1	family with sequence similarity 91 member A1
55064	7.35e-01	2.26e-01	0.555	-1.211734	-0.6726637	133.19	SPATA6L	spermatogenesis associated 6 like
80215	7.35e-01	2.26e-01	0.817	-1.211388	-0.989629	19.81	RUNX1-IT1	RUNX1 intronic transcript 1
64699	7.35e-01	2.26e-01	0.976	-1.211235	-1.1822299	665.64	TMPRSS3	transmembrane serine protease 3
80114	7.35e-01	2.26e-01	0.551	1.211125	0.6670158	210.43	BICC1	BicC family RNA binding protein 1
100506540	7.35e-01	2.26e-01	0.279	-1.211029	-0.3383911	39.48	MISFA	mitochondrial sheath formation associated
6259	7.35e-01	2.26e-01	0.26	-1.210646	-0.3141823	955.41	RYK	receptor like tyrosine kinase
7051	7.35e-01	2.26e-01	0.971	1.210676	1.1753204	3377.94	TGM1	transglutaminase 1
105372245	7.35e-01	2.26e-01	0.387	-1.210585	-0.4681344	19.49	LOC105372245	uncharacterized LOC105372245
4281	7.35e-01	2.26e-01	0.432	-1.210512	-0.5226994	801.66	MID1	midline 1
101927858	7.35e-01	2.26e-01	0.572	-1.210382	-0.692578	19.59	RNF32-AS1	RNF32 antisense RNA 1
343578	7.35e-01	2.26e-01	0.888	1.210304	1.0752392	161.81	ARHGAP40	Rho GTPase activating protein 40
9039	7.35e-01	2.26e-01	0.265	1.210057	0.3208781	559.79	UBA3	ubiquitin like modifier activating enzyme 3
4690	7.35e-01	2.26e-01	0.45	-1.209979	-0.5445217	552.68	NCK1	NCK adaptor protein 1
4189	7.35e-01	2.26e-01	0.371	1.210161	0.4487366	363.12	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
139716	7.35e-01	2.26e-01	0.484	1.209856	0.5854012	120.49	GAB3	GRB2 associated binding protein 3
1794	7.35e-01	2.26e-01	0.481	1.209648	0.5815224	475.99	DOCK2	dedicator of cytokinesis 2
10089	7.35e-01	2.26e-01	0.835	1.209681	1.0105409	123.13	KCNK7	potassium two pore domain channel subfamily K member 7
54716	7.36e-01	2.27e-01	0.764	1.209144	0.9238933	20.29	SLC6A20	solute carrier family 6 member 20
94009	7.36e-01	2.27e-01	0.373	-1.208733	-0.4512787	86.4	SERHL	serine hydrolase like (pseudogene)
100506810	7.36e-01	2.27e-01	0.648	1.208582	0.7827657	23.84	LINC01132	long intergenic non-protein coding RNA 1132
285349	7.36e-01	2.27e-01	0.616	1.208528	0.74495	56.15	ZNF660	zinc finger protein 660
3700	7.36e-01	2.27e-01	0.347	1.208314	0.4188207	111.09	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4
4792	7.36e-01	2.27e-01	0.392	-1.208235	-0.474177	2930.35	NFKBIA	NFKB inhibitor alpha
101929664	7.36e-01	2.27e-01	0.297	1.208307	0.3594528	16.84	HORMAD2-AS1	HORMAD2 and MTMR3 antisense RNA 1
106478956	7.36e-01	2.27e-01	0.319	-1.208061	-0.385524	66.49	MDC1-AS1	MDC1 antisense RNA 1
914	7.36e-01	2.27e-01	0.543	1.2073	0.6556973	298.47	CD2	CD2 molecule
64225	7.36e-01	2.27e-01	0.28	-1.207587	-0.338414	623.83	ATL2	atlastin GTPase 2
375387	7.36e-01	2.27e-01	0.368	1.20777	0.4443197	129.58	NRROS	negative regulator of reactive oxygen species
112267938	7.36e-01	2.27e-01	0.48	-1.20748	-0.5801042	28.03	LOC112267938	
7128	7.36e-01	2.27e-01	0.328	-1.207282	-0.3962937	1398.73	TNFAIP3	TNF alpha induced protein 3
54906	7.36e-01	2.27e-01	0.274	1.207552	0.3306013	1582.11	TASOR2	transcription activation suppressor family member 2
57053	7.36e-01	2.27e-01	0.299	-1.207589	-0.3614841	75.51	CHRNA10	cholinergic receptor nicotinic alpha 10 subunit
6288	7.36e-01	2.27e-01	0.742	-1.207236	-0.8958896	765.2	SAA1	serum amyloid A1
3965	7.37e-01	2.27e-01	0.435	1.206918	0.5247611	1415.6	LGALS9	galectin 9
64326	7.37e-01	2.28e-01	0.207	-1.206629	-0.2492986	744.99	COP1	COP1 E3 ubiquitin ligase
84865	7.37e-01	2.28e-01	0.271	-1.206158	-0.3265284	364.36	CCDC142	coiled-coil domain containing 142
728323	7.37e-01	2.28e-01	0.291	-1.206163	-0.3511546	32.5	LINC01881	long intergenic non-protein coding RNA 1881
30	7.37e-01	2.28e-01	0.398	1.20648	0.4796103	1168.73	ACAA1	acetyl-CoA acyltransferase 1
7465	7.37e-01	2.28e-01	0.401	-1.206133	-0.4831251	627.92	WEE1	WEE1 G2 checkpoint kinase
55298	7.37e-01	2.28e-01	0.231	-1.206621	-0.2782063	626.48	RNF121	ring finger protein 121
10326	7.37e-01	2.28e-01	0.371	1.206149	0.4469662	153.76	SIRPB1	signal regulatory protein beta 1
576	7.37e-01	2.28e-01	0.49	-1.205295	-0.590592	221.3	ADGRB2	adhesion G protein-coupled receptor B2
101929516	7.37e-01	2.28e-01	0.368	1.205119	0.4430462	240.69	PABPC4-AS1	PABPC4 antisense RNA 1
149428	7.37e-01	2.28e-01	0.82	1.204964	0.9886689	462.02	BNIPL	BCL2 interacting protein like
109729141	7.37e-01	2.29e-01	0.545	-1.204169	-0.6560905	20.76	TDRKH-AS1	TDRKH antisense RNA 1
105373113	7.37e-01	2.29e-01	0.438	-1.204051	-0.5270433	16.16	LINC01703	long intergenic non-protein coding RNA 1703
9938	7.37e-01	2.28e-01	0.433	1.205711	0.5218413	326.21	ARHGAP25	Rho GTPase activating protein 25
55818	7.37e-01	2.29e-01	0.379	-1.20334	-0.4556038	1350.51	KDM3A	lysine demethylase 3A
6138	7.37e-01	2.29e-01	0.432	1.20344	0.519327	13687.84	RPL15	ribosomal protein L15
285331	7.37e-01	2.29e-01	0.329	1.203365	0.3953572	166.45	CCDC66	coiled-coil domain containing 66
151963	7.37e-01	2.28e-01	0.438	-1.205106	-0.5280289	127.8	MB21D2	Mab-21 domain containing 2
26100	7.37e-01	2.28e-01	0.324	-1.205022	-0.3907208	1581.25	WIPI2	WD repeat domain, phosphoinositide interacting 2
389677	7.37e-01	2.28e-01	0.382	-1.204529	-0.4601597	429.7	RBM12B	RNA binding motif protein 12B
7762	7.37e-01	2.29e-01	0.577	1.203331	0.6946297	35.85	ZNF215	zinc finger protein 215
84188	7.37e-01	2.28e-01	0.499	-1.204553	-0.6015829	843.01	FAR1	fatty acyl-CoA reductase 1
51317	7.37e-01	2.28e-01	0.265	1.205006	0.3193957	979.65	PHF21A	PHD finger protein 21A
57569	7.37e-01	2.29e-01	0.771	1.203792	0.928639	43.82	ARHGAP20	Rho GTPase activating protein 20
401720	7.37e-01	2.28e-01	0.557	1.204684	0.6711784	60.19	FIGNL2	fidgetin like 2
100507091	7.37e-01	2.28e-01	0.515	-1.205531	-0.6204738	20.17	PITPNM2-AS1	PITPNM2 antisense RNA 1
51028	7.37e-01	2.29e-01	0.349	1.203384	0.4197471	669.56	VPS36	vacuolar protein sorting 36 homolog
650669	7.37e-01	2.28e-01	0.514	-1.205222	-0.6200292	152.49	GAS6-AS1	GAS6 antisense RNA 1
7177	7.37e-01	2.28e-01	0.793	-1.204432	-0.9556509	809.95	TPSAB1	tryptase alpha/beta 1
440345	7.37e-01	2.29e-01	0.272	1.203588	0.3274486	968.99	NPIPB4	nuclear pore complex interacting protein family member B4
105371267	7.37e-01	2.28e-01	0.674	1.204511	0.8117482	108.51	CHD9NB	CHD9 neighbor
55308	7.37e-01	2.28e-01	0.303	-1.204406	-0.3648264	884.07	DDX19A	DEAD-box helicase 19A
23450	7.37e-01	2.29e-01	0.324	-1.204046	-0.3897846	3935.65	SF3B3	splicing factor 3b subunit 3
10841	7.37e-01	2.29e-01	0.816	-1.203888	-0.9826058	43.29	FTCD	formimidoyltransferase cyclodeaminase
695	7.37e-01	2.28e-01	0.508	1.205636	0.6122057	123.73	BTK	Bruton tyrosine kinase
4577	7.37e-01	2.29e-01	0.621	-1.203788	-0.7476689	279.7	TRNV	tRNA-Val
1806	7.37e-01	2.29e-01	0.615	-1.203064	-0.7400716	463.26	DPYD	dihydropyrimidine dehydrogenase
286148	7.37e-01	2.29e-01	0.365	-1.202776	-0.4390975	378.5	DPY19L4	dpy-19 like 4
100287896	7.37e-01	2.29e-01	0.294	-1.202892	-0.3538284	66.71	LIPT2-AS1	LIPT2 antisense RNA 1
9564	7.37e-01	2.29e-01	0.404	-1.202765	-0.4860552	2369.03	BCAR1	BCAR1 scaffold protein, Cas family member
768211	7.37e-01	2.29e-01	0.252	-1.202214	-0.3029648	340.38	RELL1	RELT like 1
105375304	7.37e-01	2.29e-01	0.701	-1.202509	-0.8427612	22.23	SNX10-AS1	SNX10 antisense RNA 1
79645	7.37e-01	2.29e-01	0.922	1.202486	1.1090522	52.34	CLXN	calaxin
50862	7.37e-01	2.29e-01	0.431	-1.202397	-0.5180185	741.83	RNF141	ring finger protein 141
79148	7.37e-01	2.29e-01	0.857	-1.202262	-1.0308079	612.03	MMP28	matrix metallopeptidase 28
390595	7.37e-01	2.29e-01	0.316	1.201699	0.3796527	268.21	UBAP1L	ubiquitin associated protein 1 like
390927	7.37e-01	2.30e-01	0.71	1.201614	0.8530822	105.39	ZNF793	zinc finger protein 793
100	7.37e-01	2.30e-01	0.5	-1.201517	-0.6003317	394.05	ADA	adenosine deaminase
374887	7.38e-01	2.30e-01	0.411	1.200949	0.4931922	225.1	YJEFN3	YjeF N-terminal domain containing 3
91893	7.38e-01	2.30e-01	0.376	1.200798	0.4518341	65.02	FDXACB1	ferredoxin-fold anticodon binding domain containing 1
84294	7.38e-01	2.30e-01	0.35	-1.200655	-0.4201627	183.79	UTP23	UTP23 small subunit processome component
254428	7.38e-01	2.30e-01	0.38	-1.200497	-0.4565853	825.43	SLC41A1	solute carrier family 41 member 1
200197	7.39e-01	2.30e-01	0.449	-1.199821	-0.5388215	97.4	TMEM51-AS1	TMEM51 antisense RNA 1
25942	7.39e-01	2.30e-01	0.271	-1.199634	-0.3251121	1567.14	SIN3A	SIN3 transcription regulator family member A
51124	7.39e-01	2.30e-01	0.266	-1.199285	-0.3188247	620.45	IER3IP1	immediate early response 3 interacting protein 1
729156	7.40e-01	2.31e-01	0.29	1.199007	0.3479783	62.51	GTF2IRD1P1	GTF2I repeat domain containing 1 pseudogene 1
79739	7.40e-01	2.31e-01	0.742	-1.19866	-0.889836	151.6	TTLL7	tubulin tyrosine ligase like 7
3363	7.40e-01	2.31e-01	0.79	-1.198762	-0.9467112	34.77	HTR7	5-hydroxytryptamine receptor 7
2237	7.40e-01	2.31e-01	0.35	-1.198614	-0.4195273	982.51	FEN1	flap structure-specific endonuclease 1
2563	7.40e-01	2.31e-01	0.878	-1.198356	-1.0521158	80.98	GABRD	gamma-aminobutyric acid type A receptor subunit delta
55654	7.40e-01	2.31e-01	0.315	-1.198332	-0.3770606	2338.9	TMEM127	transmembrane protein 127
8912	7.40e-01	2.31e-01	0.601	-1.198225	-0.7196189	506.54	CACNA1H	calcium voltage-gated channel subunit alpha1 H
28931	7.40e-01	2.31e-01	1.576	1.197938	1.8884234	221.7	IGKV1-37	immunoglobulin kappa variable 1-37 (non-functional)
3991	7.40e-01	2.31e-01	0.423	-1.197928	-0.5063118	262.04	LIPE	lipase E, hormone sensitive type
51340	7.40e-01	2.31e-01	0.27	-1.198069	-0.3229422	415.33	CRNKL1	crooked neck pre-mRNA splicing factor 1
79363	7.40e-01	2.31e-01	0.321	1.197524	0.3843976	107.49	CPLANE2	ciliogenesis and planar polarity effector complex subunit 2
2200	7.40e-01	2.31e-01	0.569	1.197472	0.6809564	1591.21	FBN1	fibrillin 1
5133	7.40e-01	2.31e-01	0.553	1.196855	0.6620747	101.18	PDCD1	programmed cell death 1
100533952	7.40e-01	2.31e-01	0.323	-1.19696	-0.3865158	23.18	RBAK-RBAKDN	RBAK-RBAKDN readthrough
102725509	7.40e-01	2.31e-01	0.342	-1.196836	-0.4095516	23.59	LINC01232	long intergenic non-protein coding RNA 1232
29904	7.40e-01	2.31e-01	0.282	1.196894	0.3374228	1460.49	EEF2K	eukaryotic elongation factor 2 kinase
128553	7.40e-01	2.31e-01	0.534	1.196924	0.6388957	625.84	TSHZ2	teashirt zinc finger homeobox 2
10766	7.40e-01	2.31e-01	0.329	1.197276	0.3936963	1725.77	TOB2	transducer of ERBB2, 2
10549	7.40e-01	2.31e-01	0.361	-1.196638	-0.4324829	1370.86	PRDX4	peroxiredoxin 4
11243	7.40e-01	2.32e-01	0.435	-1.196426	-0.5203246	865.89	PMF1	polyamine modulated factor 1
966	7.40e-01	2.31e-01	0.355	-1.196516	-0.4249235	6879.45	CD59	CD59 molecule (CD59 blood group)
153020	7.40e-01	2.32e-01	0.67	1.196218	0.8016396	313.37	RASGEF1B	RasGEF domain family member 1B
80380	7.40e-01	2.32e-01	0.433	1.196284	0.5176784	59.1	PDCD1LG2	programmed cell death 1 ligand 2
165055	7.40e-01	2.32e-01	0.466	-1.1958	-0.55694	86.47	CCDC138	coiled-coil domain containing 138
105377116	7.40e-01	2.32e-01	0.677	1.195685	0.8097643	17.98	LOC105377116	
9315	7.40e-01	2.32e-01	0.531	1.195689	0.6348619	1267.53	NREP	neuronal regeneration related protein
100128292	7.40e-01	2.32e-01	0.338	-1.195857	-0.4040797	35.41	DLG5-AS1	DLG5 antisense RNA 1
1121	7.40e-01	2.32e-01	0.432	-1.196057	-0.5165882	240.75	CHM	CHM Rab escort protein
3570	7.41e-01	2.32e-01	0.457	1.195421	0.5457524	566.5	IL6R	interleukin 6 receptor
55165	7.41e-01	2.32e-01	0.344	-1.195254	-0.4117091	388.05	CEP55	centrosomal protein 55
26580	7.41e-01	2.32e-01	0.33	-1.195024	-0.3938878	951.32	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin
741	7.41e-01	2.32e-01	0.553	-1.1949	-0.6612451	306.54	ZNHIT2	zinc finger HIT-type containing 2
105369748	7.41e-01	2.32e-01	0.571	1.194797	0.6821543	122.4	RPAP3-DT	RPAP3 divergent transcript
105371998	7.41e-01	2.32e-01	0.384	1.195139	0.4588916	23.46	LOC105371998	uncharacterized LOC105371998
692201	7.41e-01	2.32e-01	0.573	-1.194776	-0.6849313	30.07	SNORD86	small nucleolar RNA, C/D box 86
148741	7.41e-01	2.32e-01	0.744	1.194168	0.8884202	301.9	ANKRD35	ankyrin repeat domain 35
55035	7.41e-01	2.32e-01	0.327	-1.194401	-0.3904244	540.37	NOL8	nucleolar protein 8
91283	7.41e-01	2.32e-01	0.277	-1.194497	-0.3308688	280.2	MSANTD3	Myb/SANT DNA binding domain containing 3
921	7.41e-01	2.32e-01	0.456	1.194175	0.5450099	215.53	CD5	CD5 molecule
10365	7.41e-01	2.32e-01	0.546	1.194612	0.6526718	637.32	KLF2	KLF transcription factor 2
54994	7.41e-01	2.32e-01	0.284	-1.194154	-0.3396439	1635.65	GID8	GID complex subunit 8 homolog
387036	7.41e-01	2.33e-01	0.327	-1.193854	-0.3901648	57.36	GUSBP2	GUSB pseudogene 2
55227	7.41e-01	2.33e-01	0.373	-1.193827	-0.4454206	506.62	LRRC1	leucine rich repeat containing 1
80311	7.41e-01	2.32e-01	0.444	-1.194014	-0.5297099	171.42	KLHL15	kelch like family member 15
399687	7.41e-01	2.33e-01	0.35	1.193611	0.417781	2769.84	MYO18A	myosin XVIIIA
100128071	7.41e-01	2.33e-01	0.419	-1.193358	-0.5005434	42.64	FAM229A	family with sequence similarity 229 member A
4688	7.41e-01	2.33e-01	0.539	-1.192985	-0.6425212	684.06	NCF2	neutrophil cytosolic factor 2
64598	7.41e-01	2.33e-01	0.46	-1.193041	-0.5483877	332.08	MOSPD3	motile sperm domain containing 3
375748	7.41e-01	2.33e-01	0.439	-1.193216	-0.5237074	325.24	ERCC6L2	ERCC excision repair 6 like 2
54832	7.41e-01	2.33e-01	0.479	-1.19323	-0.5718859	1055.84	VPS13C	vacuolar protein sorting 13 homolog C
85371	7.41e-01	2.33e-01	0.372	1.193041	0.4437063	92.49	KIAA1656	KIAA1656 protein
5321	7.41e-01	2.33e-01	0.526	-1.192572	-0.6275439	176.25	PLA2G4A	phospholipase A2 group IVA
6478	7.41e-01	2.33e-01	0.28	-1.192535	-0.3338961	1066.5	SIAH2	siah E3 ubiquitin protein ligase 2
177	7.41e-01	2.33e-01	0.325	1.192721	0.3881224	157.8	AGER	advanced glycosylation end-product specific receptor
90324	7.41e-01	2.33e-01	0.298	-1.192585	-0.3555907	1255.59	CCDC97	coiled-coil domain containing 97
100379251	7.41e-01	2.34e-01	0.347	1.190226	0.4131094	47.58	NPPA-AS1	NPPA antisense RNA 1
101928163	7.41e-01	2.34e-01	0.513	-1.190952	-0.6111202	16.09	LOC101928163	uncharacterized LOC101928163
5690	7.41e-01	2.34e-01	0.365	-1.190528	-0.4341778	2996.13	PSMB2	proteasome 20S subunit beta 2
55182	7.41e-01	2.34e-01	0.328	-1.189302	-0.3905078	1535.4	RNF220	ring finger protein 220
