GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
7398	3.77e-02	2.27e-03	0.2278	-3.0518423	-0.6950766	800.03	USP1	ubiquitin specific peptidase 1
647946	3.78e-02	2.29e-03	0.5981	-3.0501621	-1.8241734	18.09	MIR924HG	MIR924 host gene
63977	3.78e-02	2.29e-03	0.2122	-3.0499475	-0.6472975	729.4	PRDM15	PR/SET domain 15
54977	3.79e-02	2.29e-03	0.2173	3.0492604	0.6624798	406.13	SLC25A38	solute carrier family 25 member 38
84824	3.80e-02	2.30e-03	0.4661	3.048245	1.4207377	28.77	FCRLA	Fc receptor like A
23306	3.80e-02	2.30e-03	0.2627	-3.0484529	-0.8008183	775.81	NEMP1	nuclear envelope integral membrane protein 1
79677	3.81e-02	2.31e-03	0.2769	-3.0469675	-0.8435728	649.25	SMC6	structural maintenance of chromosomes 6
55753	3.81e-02	2.31e-03	0.8526	3.0465593	2.5975953	117.61	OGDHL	oxoglutarate dehydrogenase L
3505	3.81e-02	2.31e-03	0.5898	3.0467484	1.7970714	13325.57	IGHGP	immunoglobulin heavy constant gamma P (non-functional)
150483	3.81e-02	2.32e-03	0.7365	3.0460769	2.2432985	13.56	TEKT4	tektin 4
101929174	3.81e-02	2.32e-03	0.353	3.0457366	1.075166	10.87	LOC101929174	uncharacterized LOC101929174
25924	3.82e-02	2.33e-03	0.5406	3.0446371	1.6458075	43.35	MYRIP	myosin VIIA and Rab interacting protein
1875	3.82e-02	2.33e-03	0.3491	3.0445928	1.0628764	72.92	E2F5	E2F transcription factor 5
176	3.83e-02	2.34e-03	0.4465	3.0438877	1.3590777	73.25	ACAN	aggrecan
54480	3.84e-02	2.34e-03	0.1967	3.0431206	0.5984606	1076.32	CHPF2	chondroitin polymerizing factor 2
55521	3.88e-02	2.37e-03	0.4054	3.0398093	1.2324127	39.23	TRIM36	tripartite motif containing 36
1810	3.90e-02	2.39e-03	0.1632	-3.0373952	-0.4957087	1012.47	DR1	down-regulator of transcription 1
10840	3.91e-02	2.39e-03	0.7941	-3.0366905	-2.4114003	401.22	ALDH1L1	aldehyde dehydrogenase 1 family member L1
6988	3.92e-02	2.40e-03	0.1993	3.0352073	0.6048434	468.51	TCTA	T cell leukemia translocation altered
3627	3.92e-02	2.40e-03	0.5311	-3.0355117	-1.6120962	725.84	CXCL10	C-X-C motif chemokine ligand 10
10403	3.92e-02	2.40e-03	0.2485	-3.0352671	-0.754207	247	NDC80	NDC80 kinetochore complex component
6927	3.93e-02	2.41e-03	0.5616	3.034257	1.7040681	47.9	HNF1A	HNF1 homeobox A
4753	3.98e-02	2.44e-03	0.4908	3.0305809	1.4873769	145.93	NELL2	neural EGFL like 2
59336	3.98e-02	2.44e-03	0.9976	-3.0301461	-3.0227493	15.77	PRDM13	PR/SET domain 13
317662	3.98e-02	2.45e-03	0.1459	-3.0296716	-0.4420683	570.98	FAM149B1	family with sequence similarity 149 member B1
7294	3.99e-02	2.46e-03	0.4139	3.0286204	1.2535916	72.38	TXK	TXK tyrosine kinase
100128239	3.99e-02	2.46e-03	0.4793	3.0286445	1.451586	9.91	LINC02731	long intergenic non-protein coding RNA 2731
9401	4.00e-02	2.47e-03	0.2524	-3.0273799	-0.7642534	1223.07	RECQL4	RecQ like helicase 4
26255	4.01e-02	2.47e-03	0.3737	-3.0264564	-1.1310056	13.4	PTTG3P	pituitary tumor-transforming 3, pseudogene
150051	4.01e-02	2.48e-03	0.4638	-3.026375	-1.4037595	30.11	TIAM1-AS1	TIAM1 antisense RNA 1
974	4.03e-02	2.49e-03	0.3915	3.024723	1.1840569	97.05	CD79B	CD79b molecule
107985695	4.03e-02	2.49e-03	0.4843	-3.0246671	-1.4649825	15.86	LOC107985695	uncharacterized LOC107985695
388152	4.03e-02	2.50e-03	0.3028	-3.023921	-0.9157773	795.72	GOLGA2P7	GOLGA2 pseudogene 7
388323	4.03e-02	2.50e-03	0.3373	-3.0239409	-1.0200498	47.96	GLTPD2	glycolipid transfer protein domain containing 2
388507	4.04e-02	2.51e-03	0.4687	3.02259	1.4166282	31.46	ZNF788P	zinc finger family member 788, pseudogene
10178	4.04e-02	2.51e-03	0.5441	3.0226729	1.6447428	18.3	TENM1	teneurin transmembrane protein 1
54386	4.05e-02	2.51e-03	0.1597	3.0218842	0.4824878	695.3	TERF2IP	TERF2 interacting protein
1636	4.05e-02	2.51e-03	0.231	3.0218989	0.6980101	642.76	ACE	angiotensin I converting enzyme
105371480	4.05e-02	2.52e-03	0.286	3.0214227	0.8641951	59.17	LOC105371480	uncharacterized LOC105371480
5424	4.05e-02	2.52e-03	0.2831	-3.0214756	-0.8552801	1690.95	POLD1	DNA polymerase delta 1, catalytic subunit
6573	4.06e-02	2.52e-03	0.2704	3.0204994	0.8168395	730.22	SLC19A1	solute carrier family 19 member 1
26999	4.07e-02	2.53e-03	0.3415	3.0194107	1.0311606	630.71	CYFIP2	cytoplasmic FMR1 interacting protein 2
83723	4.07e-02	2.54e-03	0.3652	-3.0187792	-1.1024159	18.55	TLCD3B	TLC domain containing 3B
178	4.08e-02	2.54e-03	0.3371	-3.0180733	-1.0173233	705.48	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
9064	4.09e-02	2.55e-03	0.3102	-3.0172251	-0.9360651	2308.06	MAP3K6	mitogen-activated protein kinase kinase kinase 6
199870	4.11e-02	2.57e-03	0.1304	-3.0155013	-0.3930875	188.36	FAM76A	family with sequence similarity 76 member A
57670	4.11e-02	2.57e-03	0.5335	3.0150507	1.6085088	187.58	KIAA1549	KIAA1549
28912	4.13e-02	2.58e-03	0.5548	3.0135816	1.6719832	2024.11	IGKV3-20	immunoglobulin kappa variable 3-20
607	4.13e-02	2.59e-03	0.2498	3.0131227	0.7526449	679.57	BCL9	BCL9 transcription coactivator
79728	4.13e-02	2.58e-03	0.1942	-3.0132698	-0.5851117	362.49	PALB2	partner and localizer of BRCA2
200933	4.14e-02	2.60e-03	0.266	-3.0120154	-0.8013236	599.42	FBXO45	F-box protein 45
147687	4.15e-02	2.60e-03	0.2248	3.0112949	0.6768432	421.37	ZNF417	zinc finger protein 417
107985544	4.16e-02	2.61e-03	0.2925	-3.010461	-0.8806419	114.27	LOC107985544	uncharacterized LOC107985544
130399	4.17e-02	2.62e-03	0.3813	-3.0094665	-1.1475346	53.51	ACVR1C	activin A receptor type 1C
100527960	4.19e-02	2.63e-03	0.1873	-3.0073985	-0.563253	323.72	MROH7-TTC4	MROH7-TTC4 readthrough (NMD candidate)
3161	4.19e-02	2.64e-03	0.2617	-3.0070553	-0.7868023	211.17	HMMR	hyaluronan mediated motility receptor
54908	4.19e-02	2.64e-03	0.2419	-3.0070526	-0.7273722	276.51	SPDL1	spindle apparatus coiled-coil protein 1
106144584	4.19e-02	2.64e-03	0.4863	-3.006957	-1.4621904	15.37	LINC01290	long intergenic non-protein coding RNA 1290
401024	4.19e-02	2.64e-03	0.4933	3.0065269	1.482995	15.71	FSIP2	fibrous sheath interacting protein 2
22997	4.21e-02	2.65e-03	0.5794	3.0052165	1.7413637	111.97	IGSF9B	immunoglobulin superfamily member 9B
6667	4.22e-02	2.66e-03	0.163	-3.0041677	-0.4895664	3521.87	SP1	Sp1 transcription factor
107983983	4.22e-02	2.67e-03	0.5608	3.0038423	1.6845711	92.1	LOC107983983	uncharacterized LOC107983983
100505715	4.22e-02	2.67e-03	0.3782	3.0038152	1.1361026	7.17	LOC100505715	uncharacterized LOC100505715
112268056	4.22e-02	2.67e-03	0.2096	-3.0035533	-0.6295895	46.86	LOC112268056	
221395	4.22e-02	2.67e-03	0.3512	3.0031481	1.0546524	345.32	ADGRF5	adhesion G protein-coupled receptor F5
220004	4.23e-02	2.68e-03	0.3578	3.0025604	1.0744384	47.27	PPP1R32	protein phosphatase 1 regulatory subunit 32
57482	4.23e-02	2.68e-03	0.5318	3.0018443	1.5963888	97.59	CRACD	capping protein inhibiting regulator of actin dynamics
930	4.24e-02	2.69e-03	0.4603	3.000944	1.3813413	85.21	CD19	CD19 molecule
92162	4.24e-02	2.69e-03	0.2962	3.0010915	0.8888006	40.16	TMEM88	transmembrane protein 88
4943	4.25e-02	2.70e-03	0.1948	-2.9997731	-0.5843363	649.85	TBC1D25	TBC1 domain family member 25
431705	4.26e-02	2.71e-03	0.3574	2.9991017	1.0717885	18.88	ASTL	astacin like metalloendopeptidase
5914	4.27e-02	2.71e-03	0.1952	2.9984169	0.5853877	624.12	RARA	retinoic acid receptor alpha
28432	4.27e-02	2.72e-03	0.5895	2.9978169	1.7672335	9.28	IGHV3-35	immunoglobulin heavy variable 3-35 (non-functional)
105376892	4.28e-02	2.73e-03	0.4377	-2.9964279	-1.3116483	14.5	LOC105376892	uncharacterized LOC105376892
3881	4.28e-02	2.73e-03	0.718	-2.9964143	-2.1514083	70.09	KRT31	keratin 31
105372280	4.28e-02	2.73e-03	0.3986	-2.9963068	-1.1941879	6.73	GNG14	G protein subunit gamma 14
3167	4.29e-02	2.74e-03	0.8023	-2.9958994	-2.4036139	25.92	HMX2	H6 family homeobox 2
26521	4.29e-02	2.74e-03	0.2045	2.9954565	0.6124724	519.09	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
105374306	4.29e-02	2.74e-03	0.2835	-2.9951785	-0.8492151	36.16	LOC105374306	uncharacterized LOC105374306
347732	4.29e-02	2.75e-03	0.2402	-2.9948641	-0.7193826	31.33	CATSPER3	cation channel sperm associated 3
100507118	4.30e-02	2.76e-03	0.258	-2.993763	-0.7722757	216.09	PRC1-AS1	PRC1 antisense RNA 1
162967	4.30e-02	2.76e-03	0.4023	2.9935926	1.2044015	281.38	ZNF320	zinc finger protein 320
9076	4.30e-02	2.76e-03	0.4886	-2.9928549	-1.4623273	5515.06	CLDN1	claudin 1
54753	4.30e-02	2.76e-03	0.4381	2.9929727	1.3112932	159.58	ZNF853	zinc finger protein 853
147949	4.30e-02	2.76e-03	0.4195	2.993046	1.2555364	28.64	ZNF583	zinc finger protein 583
114548	4.32e-02	2.77e-03	0.3346	2.9916646	1.0009461	56.3	NLRP3	NLR family pyrin domain containing 3
117177	4.32e-02	2.78e-03	0.2916	-2.9915879	-0.872493	348.73	RAB3IP	RAB3A interacting protein
6390	4.32e-02	2.78e-03	0.2129	-2.9909749	-0.6367958	1130.81	SDHB	succinate dehydrogenase complex iron sulfur subunit B
100191040	4.35e-02	2.80e-03	0.3278	-2.9883473	-0.979446	98.62	C2CD4D	C2 calcium dependent domain containing 4D
107983981	4.35e-02	2.80e-03	1.4204	-2.9885367	-4.2448986	4.56	LOC107983981	uncharacterized LOC107983981
90268	4.35e-02	2.81e-03	0.185	-2.9879243	-0.5526657	1177.25	OTULIN	OTU deubiquitinase with linear linkage specificity
123775	4.35e-02	2.81e-03	0.28	2.987643	0.8365765	37.38	C16orf46	chromosome 16 open reading frame 46
126306	4.35e-02	2.81e-03	0.4567	2.9876513	1.3645416	35.61	JSRP1	junctional sarcoplasmic reticulum protein 1
9055	4.36e-02	2.82e-03	0.2607	-2.9869155	-0.7786564	1777.52	PRC1	protein regulator of cytokinesis 1
57139	4.36e-02	2.82e-03	0.7215	2.9867257	2.1549728	151.26	RGL3	ral guanine nucleotide dissociation stimulator like 3
54567	4.37e-02	2.83e-03	0.3002	2.9859768	0.8963485	219.35	DLL4	delta like canonical Notch ligand 4
9792	4.37e-02	2.84e-03	0.2326	-2.9845947	-0.6942494	1017.48	SERTAD2	SERTA domain containing 2
2668	4.37e-02	2.84e-03	0.6224	2.9845338	1.8575921	17.59	GDNF	glial cell derived neurotrophic factor
891	4.37e-02	2.84e-03	0.22	-2.9849663	-0.6566957	1392.76	CCNB1	cyclin B1
2643	4.37e-02	2.83e-03	0.2645	-2.9853716	-0.7896676	289.39	GCH1	GTP cyclohydrolase 1
23269	4.37e-02	2.84e-03	0.2583	-2.9847107	-0.7708591	1310.85	MGA	MAX dimerization protein MGA
101927667	4.37e-02	2.83e-03	0.4564	2.9854386	1.3624605	17.36	LINC01535	long intergenic non-protein coding RNA 1535
105372632	4.38e-02	2.85e-03	0.4513	2.9837876	1.3466988	21.34	LOC105372632	
105372857	4.38e-02	2.85e-03	0.7075	2.9831488	2.1105298	141.89	LOC105372857	uncharacterized LOC105372857
5169	4.40e-02	2.86e-03	0.6056	2.9819212	1.8059745	10.14	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3
105373159	4.41e-02	2.87e-03	0.2695	-2.9811894	-0.803535	123.9	RAB4A-AS1	RAB4A antisense RNA 1
23158	4.43e-02	2.89e-03	0.2005	2.9792364	0.5973887	602.28	TBC1D9	TBC1 domain family member 9
10531	4.43e-02	2.89e-03	0.204	2.979384	0.607896	1158.67	PITRM1	pitrilysin metallopeptidase 1
84914	4.43e-02	2.89e-03	0.202	2.9792785	0.6018841	992.79	ZNF587	zinc finger protein 587
110806273	4.44e-02	2.90e-03	0.5025	2.9782918	1.496452	20.99	SLC5A4-AS1	SLC5A4 antisense RNA 1
101927886	4.44e-02	2.90e-03	0.4157	2.9779856	1.2380669	10.81	RFX5-AS1	RFX5 antisense RNA 1
84440	4.44e-02	2.90e-03	0.2636	2.9778124	0.7850018	658.54	RAB11FIP4	RAB11 family interacting protein 4
348654	4.46e-02	2.92e-03	0.2936	-2.9761334	-0.8736965	505.72	GEN1	GEN1 Holliday junction 5' flap endonuclease
7696	4.46e-02	2.92e-03	0.3246	2.9759381	0.9660754	33.51	ZNF137P	zinc finger protein 137, pseudogene
7832	4.46e-02	2.93e-03	0.213	2.9752829	0.6337699	2072.32	BTG2	BTG anti-proliferation factor 2
54165	4.46e-02	2.93e-03	0.226	-2.9751037	-0.6724792	514.56	DCUN1D1	defective in cullin neddylation 1 domain containing 1
114088	4.46e-02	2.93e-03	0.492	-2.9752695	-1.4637281	49.13	TRIM9	tripartite motif containing 9
2526	4.46e-02	2.93e-03	0.2826	2.9748515	0.840742	101.56	FUT4	fucosyltransferase 4
9472	4.46e-02	2.93e-03	0.4042	2.9746534	1.2023279	62.63	AKAP6	A-kinase anchoring protein 6
3069	4.46e-02	2.94e-03	0.1778	2.974261	0.528712	9716.86	HDLBP	high density lipoprotein binding protein
57528	4.49e-02	2.96e-03	0.8159	-2.9720122	-2.4249187	4.99	KCTD16	potassium channel tetramerization domain containing 16
56134	4.50e-02	2.96e-03	0.6704	2.9714691	1.9920006	16.56	PCDHAC2	protocadherin alpha subfamily C, 2
146909	4.50e-02	2.96e-03	0.2515	-2.9716029	-0.7473734	922.96	KIF18B	kinesin family member 18B
1739	4.51e-02	2.97e-03	0.2186	-2.9703415	-0.6494257	1786.37	DLG1	discs large MAGUK scaffold protein 1
101928324	4.52e-02	2.99e-03	0.2265	-2.9690191	-0.672434	22.84	DHDDS-AS1	DHDDS antisense RNA 1
349136	4.52e-02	2.99e-03	0.2626	2.969075	0.7797907	270.58	WDR86	WD repeat domain 86
55257	4.52e-02	2.99e-03	0.2601	-2.9691757	-0.7722994	442.27	MRGBP	MRG domain binding protein
203427	4.52e-02	2.99e-03	0.2566	-2.9688375	-0.7619152	652.89	SLC25A43	solute carrier family 25 member 43
79663	4.54e-02	3.00e-03	0.2397	-2.9673675	-0.7113869	257.39	HSPBAP1	HSPB1 associated protein 1
80319	4.54e-02	3.01e-03	0.5835	2.9667047	1.7309883	21.97	CXXC4	CXXC finger protein 4
10309	4.54e-02	3.01e-03	0.4507	2.966454	1.336949	139.25	CCNO	cyclin O
79710	4.55e-02	3.02e-03	0.2788	-2.9658418	-0.8267911	850.85	MORC4	MORC family CW-type zinc finger 4
5888	4.55e-02	3.02e-03	0.2496	-2.9655394	-0.7400782	276.91	RAD51	RAD51 recombinase
50809	4.56e-02	3.03e-03	0.1531	-2.9650802	-0.4538181	2745.83	HP1BP3	heterochromatin protein 1 binding protein 3
5457	4.56e-02	3.03e-03	0.7809	-2.9643782	-2.3149355	25.51	POU4F1	POU class 4 homeobox 1
440300	4.60e-02	3.06e-03	0.2773	-2.9616111	-0.8212517	402.26	LOC440300	chondroitin sulfate proteoglycan 4 pseudogene
140707	4.61e-02	3.07e-03	0.191	-2.9610485	-0.5655264	745.6	BRI3BP	BRI3 binding protein
22974	4.61e-02	3.07e-03	0.2502	-2.9606185	-0.740793	1457.15	TPX2	TPX2 microtubule nucleation factor
729614	4.61e-02	3.08e-03	0.2165	-2.9592853	-0.6406791	108.74	SPEN-AS1	SPEN antisense RNA 1
51365	4.61e-02	3.08e-03	0.4817	2.9593324	1.4255615	67.64	PLA1A	phospholipase A1 member A
2907	4.61e-02	3.08e-03	0.2681	2.9599579	0.7937067	3081.37	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
1111	4.61e-02	3.08e-03	0.2463	-2.9593505	-0.7287968	275.51	CHEK1	checkpoint kinase 1
54084	4.61e-02	3.08e-03	0.7067	2.9597522	2.0917775	11.4	TSPEAR	thrombospondin type laminin G domain and EAR repeats
3554	4.62e-02	3.09e-03	0.2943	2.9585248	0.870664	1007.98	IL1R1	interleukin 1 receptor type 1
135	4.63e-02	3.10e-03	0.2822	2.9577165	0.8345887	102.69	ADORA2A	adenosine A2a receptor
649446	4.63e-02	3.10e-03	0.27	2.9574509	0.798485	128.22	DLGAP1-AS1	DLGAP1 antisense RNA 1
121441	4.64e-02	3.11e-03	0.2056	-2.9566763	-0.6079057	317.75	NEDD1	NEDD1 gamma-tubulin ring complex targeting factor
79085	4.64e-02	3.11e-03	0.3059	-2.9567543	-0.9045005	1157.5	SLC25A23	solute carrier family 25 member 23
7753	4.64e-02	3.12e-03	0.14	2.9560669	0.4138222	200.14	ZNF202	zinc finger protein 202
84336	4.64e-02	3.12e-03	0.3167	2.9555265	0.9360267	796.69	TMEM101	transmembrane protein 101
7772	4.64e-02	3.12e-03	0.5756	2.9556422	1.7013563	17.42	ZNF229	zinc finger protein 229
6385	4.64e-02	3.12e-03	0.3287	-2.9557136	-0.9715476	4992.48	SDC4	syndecan 4
1132	4.64e-02	3.12e-03	0.4943	2.9552593	1.4608251	144.53	CHRM4	cholinergic receptor muscarinic 4
344558	4.65e-02	3.13e-03	0.3051	2.9547934	0.9016068	221.12	SH3RF3	SH3 domain containing ring finger 3
105370926	4.65e-02	3.14e-03	0.4761	-2.9541787	-1.4064713	8.87	LOC105370926	uncharacterized LOC105370926
27235	4.66e-02	3.14e-03	0.2003	-2.9537164	-0.5916531	263.06	COQ2	coenzyme Q2, polyprenyltransferase
4826	4.66e-02	3.15e-03	0.2709	-2.9529791	-0.7999666	180.17	NNAT	neuronatin
6781	4.69e-02	3.16e-03	0.5239	2.9513248	1.546296	471.11	STC1	stanniocalcin 1
51514	4.69e-02	3.17e-03	0.3082	-2.9509121	-0.9093386	534.89	DTL	denticleless E3 ubiquitin protein ligase homolog
114904	4.69e-02	3.17e-03	0.2607	2.9507414	0.7691438	551.06	C1QTNF6	C1q and TNF related 6
55532	4.69e-02	3.17e-03	0.9323	-2.950287	-2.7506505	26.79	SLC30A10	solute carrier family 30 member 10
28822	4.69e-02	3.17e-03	0.5134	2.9502692	1.5147524	735.16	IGLV1-47	immunoglobulin lambda variable 1-47
107984740	4.69e-02	3.18e-03	0.5259	-2.9499436	-1.5513025	9.21	LOC107984740	
9212	4.69e-02	3.18e-03	0.2662	-2.9496069	-0.7850636	689.74	AURKB	aurora kinase B
105371934	4.69e-02	3.18e-03	0.1972	2.9494228	0.5816547	30.37	LOC105371934	uncharacterized LOC105371934
9960	4.70e-02	3.19e-03	0.124	2.9491082	0.3656661	678.66	USP3	ubiquitin specific peptidase 3
3290	4.70e-02	3.19e-03	0.4426	2.9488408	1.3051815	46.37	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1
79865	4.70e-02	3.20e-03	0.4868	2.948152	1.4352991	21.5	TREML2	triggering receptor expressed on myeloid cells like 2
389610	4.70e-02	3.20e-03	0.5312	-2.9481427	-1.566077	19.23	XKR5	XK related 5
338651	4.71e-02	3.20e-03	0.5408	2.9475957	1.5940458	18.26	KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1
338094	4.71e-02	3.21e-03	0.259	-2.94706	-0.7632417	105.72	FAM151A	family with sequence similarity 151 member A
553	4.71e-02	3.21e-03	0.8917	2.9468255	2.6277498	31.25	AVPR1B	arginine vasopressin receptor 1B
5013	4.71e-02	3.22e-03	0.3914	-2.9463275	-1.1531531	158.17	OTX1	orthodenticle homeobox 1
1033	4.71e-02	3.22e-03	0.2626	-2.9460196	-0.7737409	252.89	CDKN3	cyclin dependent kinase inhibitor 3
102466658	4.71e-02	3.22e-03	0.6711	-2.9461195	-1.9770358	259.35	MIR6510	microRNA 6510
2828	4.71e-02	3.21e-03	0.2834	2.946429	0.8349281	148.73	GPR4	G protein-coupled receptor 4
196883	4.72e-02	3.23e-03	0.3492	2.9451503	1.0284619	321.45	ADCY4	adenylate cyclase 4
30061	4.74e-02	3.25e-03	0.4867	2.9433984	1.432623	1194.31	SLC40A1	solute carrier family 40 member 1
3866	4.75e-02	3.26e-03	0.6612	-2.9425678	-1.9455981	28947.37	KRT15	keratin 15
8989	4.76e-02	3.26e-03	0.4257	2.9418745	1.2524962	23.6	TRPA1	transient receptor potential cation channel subfamily A member 1
387264	4.76e-02	3.26e-03	0.5224	2.9417429	1.5367479	17.35	KRTAP5-1	keratin associated protein 5-1
79019	4.76e-02	3.26e-03	0.2914	-2.9417884	-0.8571932	544	CENPM	centromere protein M
2705	4.76e-02	3.27e-03	1.1017	2.9413956	3.2405452	86.16	GJB1	gap junction protein beta 1
107986031	4.76e-02	3.27e-03	0.2861	-2.9411327	-0.8413391	126.11	LOC107986031	uncharacterized LOC107986031
101929215	4.77e-02	3.28e-03	0.3883	2.9404406	1.1417523	17.36	THBS4-AS1	THBS4 antisense RNA 1
990	4.78e-02	3.29e-03	0.217	-2.9396768	-0.6379183	534.48	CDC6	cell division cycle 6
55010	4.78e-02	3.29e-03	0.2154	-2.9389594	-0.6331343	107.93	PARPBP	PARP1 binding protein
114821	4.80e-02	3.31e-03	0.7638	2.9376559	2.2436687	11.76	SCAND3	SCAN domain containing 3
220963	4.80e-02	3.31e-03	0.5415	2.9376378	1.5906595	136.39	SLC16A9	solute carrier family 16 member 9
4919	4.81e-02	3.32e-03	0.4805	2.9368995	1.4112658	78.65	ROR1	receptor tyrosine kinase like orphan receptor 1
28410	4.81e-02	3.32e-03	0.5358	2.9366807	1.5734641	67.7	IGHV3-72	immunoglobulin heavy variable 3-72
9413	4.81e-02	3.32e-03	0.5758	2.9361701	1.6905937	108.63	ENTREP1	endosomal transmembrane epsin interactor 1
51303	4.81e-02	3.32e-03	0.2743	2.9359942	0.8053091	470.69	FKBP11	FKBP prolyl isomerase 11
112268262	4.82e-02	3.33e-03	0.2701	-2.9355259	-0.7930179	19.63	LOC112268262	replaced by ID 11124
25953	4.82e-02	3.33e-03	0.2655	2.9353005	0.7793489	794	PNKD	PNKD metallo-beta-lactamase domain containing
107986486	4.83e-02	3.35e-03	0.3371	-2.9340922	-0.9890457	160.3	LOC107986486	
84777	4.83e-02	3.35e-03	0.3663	2.9340622	1.0746831	20.71	DLGAP1-AS2	DLGAP1 antisense RNA 2
147947	4.83e-02	3.35e-03	0.444	2.9340397	1.3028046	78.2	ZNF542P	zinc finger protein 542, pseudogene
51716	4.84e-02	3.36e-03	0.5763	2.9328391	1.6900822	7.2	CES1P1	carboxylesterase 1 pseudogene 1
199223	4.84e-02	3.36e-03	0.3024	2.9324182	0.886675	95.38	TTC21A	tetratricopeptide repeat domain 21A
10382	4.84e-02	3.36e-03	0.3423	2.9325102	1.003944	197.52	TUBB4A	tubulin beta 4A class IVa
55143	4.85e-02	3.37e-03	0.2589	-2.9319233	-0.7589959	701.87	CDCA8	cell division cycle associated 8
136227	4.85e-02	3.38e-03	0.4941	2.9312158	1.4483978	17.69	COL26A1	collagen type XXVI alpha 1 chain
105370578	4.86e-02	3.38e-03	0.7168	-2.9306456	-2.1006627	15.4	LINC01629	long intergenic non-protein coding RNA 1629
85446	4.89e-02	3.40e-03	0.2917	2.9287045	0.8542515	176.35	ZFHX2	zinc finger homeobox 2
1646	4.89e-02	3.41e-03	0.6559	-2.9282517	-1.9206194	1473.45	AKR1C2	aldo-keto reductase family 1 member C2
100506660	4.90e-02	3.42e-03	0.3471	-2.9273891	-1.0161714	21.83	DDX11-AS1	DDX11 antisense RNA 1
3006	4.92e-02	3.44e-03	0.4597	-2.9257167	-1.344985	500.06	H1-2	H1.2 linker histone, cluster member
28449	4.93e-02	3.44e-03	0.6249	2.9250261	1.8279355	61.23	IGHV3-13	immunoglobulin heavy variable 3-13
22953	4.95e-02	3.46e-03	0.3359	-2.923461	-0.9819971	30.96	P2RX2	purinergic receptor P2X 2
107987102	4.96e-02	3.47e-03	0.2948	-2.9231356	-0.8618675	71.5	LOC107987102	uncharacterized LOC107987102
54900	4.96e-02	3.47e-03	0.4221	2.9223953	1.2336576	204.72	LAX1	lymphocyte transmembrane adaptor 1
2260	4.98e-02	3.49e-03	0.425	2.9210054	1.2415408	1190.77	FGFR1	fibroblast growth factor receptor 1
105376074	4.98e-02	3.49e-03	0.5895	2.9206481	1.7217343	8.81	LOC105376074	
3703	4.98e-02	3.49e-03	0.1886	2.9206267	0.5507551	2577.93	STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A
3542	4.99e-02	3.50e-03	0.5083	2.9200101	1.4841295	2486.79	IGLC6	immunoglobulin lambda constant 6
9507	5.00e-02	3.51e-03	0.3689	2.919103	1.0767251	230.93	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4
28874	5.00e-02	3.51e-03	0.5642	2.9188685	1.6467378	1211.58	IGKV3D-20	immunoglobulin kappa variable 3D-20
28451	5.01e-02	3.52e-03	0.5909	2.9184272	1.7245417	66.29	IGHV3-9	immunoglobulin heavy variable 3-9
56132	5.01e-02	3.52e-03	0.5	2.9179114	1.4590263	38.16	PCDHB3	protocadherin beta 3
107987141	5.02e-02	3.53e-03	0.1893	-2.9173648	-0.5521873	84.19	CAMSAP1-DT	CAMSAP1 divergent transcript
30812	5.02e-02	3.53e-03	0.4858	2.9169594	1.4171592	14.88	SOX8	SRY-box transcription factor 8
56888	5.03e-02	3.54e-03	0.1519	-2.9161164	-0.4429178	1322.62	KCMF1	potassium channel modulatory factor 1
54962	5.03e-02	3.54e-03	0.2084	-2.9162495	-0.6076579	217.7	TIPIN	TIMELESS interacting protein
55239	5.03e-02	3.55e-03	0.1482	2.9154392	0.432191	505.48	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
10716	5.04e-02	3.56e-03	0.8927	-2.9147982	-2.6019784	5.28	TBR1	T-box brain transcription factor 1
3142	5.07e-02	3.59e-03	0.266	2.9124456	0.7746172	174.07	HLX	H2.0 like homeobox
200810	5.07e-02	3.60e-03	0.3918	-2.9116543	-1.1407632	209.76	ALG1L1P	ALG1 like 1, pseudogene
23231	5.07e-02	3.59e-03	0.4062	2.91194	1.1829686	1732.09	SEL1L3	SEL1L family member 3
768	5.07e-02	3.60e-03	0.6595	-2.9111752	-1.9200653	1011.51	CA9	carbonic anhydrase 9
9886	5.07e-02	3.59e-03	0.3648	2.9117517	1.0620861	255.95	RHOBTB1	Rho related BTB domain containing 1
7567	5.07e-02	3.59e-03	0.3062	2.9121876	0.8917092	31.98	ZNF19	zinc finger protein 19
23615	5.07e-02	3.60e-03	0.7126	-2.911327	-2.0746467	83.79	PYY2	peptide YY 2 (pseudogene)
105371768	5.07e-02	3.59e-03	0.2867	2.9119699	0.8348685	8.45	LOC105371768	uncharacterized LOC105371768
129080	5.07e-02	3.60e-03	0.5053	2.9115346	1.4713195	138.84	EMID1	EMI domain containing 1
